comment,equipId,countAt,reset,grouping,shipNames,classNames,shipTypes,subEquipIds,subEquipCategories,subEquipIds2,subEquipCategories2,firepower,bombing,torpedo,antiair,ASW,evasion,LoS,armor,accuracy,range,lastModified,subEquipLevel,subEquipLevel2
艦偵共通,54|151|273,1,,1,,改伊勢型,軽空母|正規空母|装甲空母,,,,,0|0|0|0|1|1|1|1|1|1|2,,0,0,0,0,0|0|1|1|1|1|2|2|2|2|3,0,0,0,2021/08/05
,439,1,,,Glorious改|Glorious,Iowa級|Lexington級|Casablanca級|Essex級|John C.Butler級|Fletcher級|Colorado級|Northampton級|Atlanta級|South Dakota級|Yorktown級|St. Louis級|North Carolina級|Brooklyn級|Gato級|Independence級|Ranger級|New Orleans級|Salmon級|Nevada級|Queen Elizabeth級|Ark Royal級|J級|Nelson級|Town級|Illustrious級,,,,,,,,,,2,,,,,,2026/07/20
21inch艦首魚雷発射管6門(初期型):440/21inch艦首魚雷発射管6門(後期型):441,440|441,1,,1,,Gato級,,,,,,,,2,,,,,,,,2026/07/20
潜水艦後部魚雷発射管4門(初期型):442/潜水艦後部魚雷発射管4門(後期型):443,442|443,1,,1,,Gato級,,,,,,,,2,,,,,,,,2026/07/20
,442|443,1,,1,,Salmon級,,,,,,,,1,,,2,,,,,2026/07/20
零式艦戦64型(複座KMX搭載機),447,*,,,*,,,,,,,0|0|1|1|1|1|1|1|1|1|1,,,0|0|0|0|1|1|1|1|1|1|1,0|0|0|0|0|0|1|1|1|1|2,0|0|0|0|0|0|0|0|1|1|1,,,,,2026/07/20
,447,*,,,,大鷹型,,,,,,1,,,,1,2,,,,,2026/07/20
,447,*,,,八幡丸|雲鷹|雲鷹改|雲鷹改二,,,,,,,1,,,,1,1,,,,,2026/07/20
,447,*,,,鳳翔|鳳翔改|鳳翔改二|鳳翔改二戦|大鯨|龍鳳|龍鳳改|龍鳳改二戊|龍鳳改二,,,,,,,1,,,,2,1,,,,,2026/07/20
,447,*,,,鳳翔改二|鳳翔改二戦,,,,,,,1,,,1,1,1,,,,,2026/07/20
2cm 四連装FlaK 38,84,*,,,*,,,,,,,0|0|0|0|0|0|0|1|1|1|1,,,0|0|0|0|1|1|1|2|2|2|3,,0|0|0|0|1|1|1|1|1|1|2,,,,,2026/07/20
,84,1,,,*,,,,対空電探,,,,,,0|0|0|0|1|1|1|1|1|1|1,,,,,,,2026/07/20
,84,*,,,,Bismarck級|Z1型|Admiral Hipper級|UボートIXC型|Graf Zeppelin級|V.Veneto級|Maestrale級|Zara級|Aquila級|Guglielmo Marconi級|L.d.S.D.d.Abruzzi級|Conte di Cavour級|Marcello級,,,,,,,,,0|0|0|0|1|1|1|1|1|1|1,,0|0|0|0|1|1|1|1|1|1|1,,,,,2026/07/20
,84,1,,,,Bismarck級|Z1型|Admiral Hipper級|UボートIXC型|Graf Zeppelin級|V.Veneto級|Maestrale級|Zara級|Aquila級|Guglielmo Marconi級|L.d.S.D.d.Abruzzi級|Conte di Cavour級|Marcello級,,,,,,0|0|0|0|0|0|0|0|0|0|1,,,,,,,,,,2026/07/20
三式指揮連絡機(対潜),70,*,,,山汐丸|山汐丸改,,,,,,,1,,,,1,,,,,,2026/07/20
二式12cm迫撃砲改,346,1,,,山汐丸|山汐丸改,,,,,,,,,,,1,1,,,,,2026/07/20
二式12cm迫撃砲改 集中配備,347,1,,,山汐丸|山汐丸改,,,,,,,,,,,2,2,,,,,2026/07/20
三式指揮連絡機改,451,*,,,あきつ丸|あきつ丸改,,,,,,,1,,,,2,,,,,,2026/07/20
,451,*,,,あきつ丸改,,,,,,,0|1|1|1|1|1|1|1|1|1|2,,,,0|0|0|1|1|1|1|2|2|2|2,,,,0|0|0|0|0|1|1|1|1|1|1,,2026/07/20
,451,*,,,山汐丸|山汐丸改|熊野丸|熊野丸改,,,,,,,1|3|3|3|4|4|4|4|4|4|5,,,,3|3|3|4|4|4|4|4|5|5|5,,,,0|0|1|1|1|1|2|2|2|2|2,,2026/07/20
試製51cm三連装砲,465,*,,,大和改二重,,,,,,,2,,,,,8,,,2,,2026/07/20
,465,1,,,大和改二重,,,460,,,,,,,,,2,,,1,,2026/07/20
,465,*,,,大和改二重,,,460,,,,,,,,,,,,0|0|0|0|0|1|1|1|1|1|1,,2026/07/20
,465,*,,,武蔵改二|大和改二,,,,,,,1,,,,,2,,,1,,2026/07/20
,465,1,,,武蔵改二|大和改二,,,460,,,,,,,,,1,,,1,,2026/07/20
,465,1,,,,大和型|改大和型,,142|460,,,,2,,,,,,,,2,,2026/07/20
,465,*,,,,大和型|改大和型,,,,,,0|0|0|1|1|1|1|1|1|1|1,,,,,,,,,,2026/07/20
,465,*,,,,大和型|改大和型,,142|460,,,,,,,,,,,,0|0|0|0|1|1|1|1|1|1|1,,2026/07/20
15.5cm三連装副砲改二,463,*,,,,大和型|改大和型,,,,,,1,,,2,,1,,,1,,2026/07/20
,463,1,,,,大和型|改大和型,,142|460,,,,,,,1,,1,,,1,,2026/07/20
,463,*,,,武蔵改二|大和改二|大和改二重,,,,,,,1,,,,,1,,,2,,2026/07/20
,463,1,,,武蔵改二|大和改二|大和改二重,,,460,,,,1,,,,,1,,,2,,2026/07/20
15.5cm三連装副砲,12,*,,,,大和型|改大和型,,,,,,1,,,,,1,,,1,,2026/07/20
,12,1,,,,大和型|改大和型,,142|460,,,,,,,,,1,,,1,,2026/07/20
15.5cm三連装副砲改,234,*,,,,大和型|改大和型,,,,,,1,,,1,,1,,,1,,2026/07/20
,234,1,,,,大和型|改大和型,,142|460,,,,,,,1,,1,,,1,,2026/07/20
試製51cm連装砲:128/51cm連装砲:281,128|281,*,,1,武蔵改二|大和改二|大和改二重,,,,,,,1,,,,,,,,1,,2026/07/20
,128|281,1,,1,武蔵改二|大和改二|大和改二重,,,460,,,,,,,,,1,,,1,,2026/07/20
,128|281,1,,1,,大和型|改大和型,,142|460,,,,1,,,,,,,,2,,2026/07/20
流星改(熟練),466,*,,,瑞鶴改|大鳳改|赤城改|加賀改|蒼龍改|飛龍改|翔鶴改,,,,,,,1,,,,,,,,1,,2026/07/20
,466,*,,,翔鶴改二|瑞鶴改二|翔鶴改二甲|瑞鶴改二甲,,,,,,,2,,,,,2,,,1,,2026/07/20
,466,*,,,飛龍改二|蒼龍改二|赤城改二|赤城改二戊|加賀改二戊|加賀改二護|加賀改二,,,,,,,1,,,,,1,,,2,,2026/07/20
,466,*,,,飛龍改三,,,,,,,2,,,,,1,,,2,,2026/07/20
5inch連装砲(副砲配置)集中配備,467,*,,,,Iowa級|Lexington級|Casablanca級|Essex級|John C.Butler級|Fletcher級|Colorado級|Northampton級|Atlanta級|South Dakota級|Yorktown級|St. Louis級|North Carolina級|Brooklyn級|Gato級|Independence級|Ranger級|New Orleans級|Salmon級|Nevada級,,,,,,1,,,1,,2,,,,,2026/07/20
,467,1,,,,Iowa級|Lexington級|Casablanca級|Essex級|John C.Butler級|Fletcher級|Colorado級|Northampton級|Atlanta級|South Dakota級|Yorktown級|St. Louis級|North Carolina級|Brooklyn級|Gato級|Independence級|Ranger級|New Orleans級|Salmon級|Nevada級,,279|307|315|456,,,,1,,,1,,1,,,2,,2026/07/20
,467,1,,,,Iowa級|Lexington級|Casablanca級|Essex級|John C.Butler級|Fletcher級|Colorado級|Northampton級|Atlanta級|South Dakota級|Yorktown級|St. Louis級|North Carolina級|Brooklyn級|Gato級|Independence級|Ranger級|New Orleans級|Salmon級|Nevada級,,278|279,,,,,,,2,,2,,,,,2026/07/20
,467,*,,,,Iowa級|Colorado級|South Dakota級|North Carolina級|Nevada級,,,,,,,,,2,,1,,,,,2026/07/20
38cm四連装砲:245/38cm四連装砲改:246,245|246,*,,1,,Richelieu級,,,,,,2,,,,,,,,1,,2026/07/20
38cm四連装砲改 deux,468,*,,,,Richelieu級,,,,,,3|3|3|3|4|4|4|4|5|5|5,,,0|0|0|0|0|0|0|0|0|1|1,,,,,1|1|1|1|2|2|2|2|3|3|4,,2026/07/20
12.7cm連装砲C型改三:470/12.7cm連装砲C型改三H:529,470|529,*,,1,,朝潮型|白露型|改白露型|改装白露型,,,,,,1,,,,,,,,,,2026/07/20
,470|529,1,,1,,朝潮型|白露型|改白露型|改装白露型,,,水上電探,,,1,,3,,,1,,,1,,2026/07/20
,470|529,*,,1,,陽炎型|改装陽炎型|改陽炎型,,,,,,2,,,,,,,,,,2026/07/20
,470|529,1,,1,,陽炎型|改装陽炎型|改陽炎型,,,水上電探,,,2,,3,,,1,,,3,,2026/07/20
,470|529,*,,1,雪風|雪風改|丹陽|雪風改二|時雨|時雨改|時雨改二|時雨改三|磯風|磯風改|磯風乙改,,,,,,,,,,,,2,,,,,2026/07/20
,470|529,*,,1,時雨改三,,,,,,,3,,,,,2,,,3,,2026/07/20
,470|529,1,,1,時雨改二|陽炎改二|不知火改二|黒潮改二|丹陽|雪風改二|親潮改二|早潮改二|天津風改二|時雨改三,,,,,,,1,,,,,,,,2,,2026/07/20
,470|529,2,,1,時雨改二|陽炎改二|不知火改二|黒潮改二|丹陽|雪風改二|親潮改二|早潮改二|天津風改二|時雨改三,,,,,,,2,,,,,,,,,,2026/07/20
,470|529,*,,1,時雨改二|陽炎改二|不知火改二|黒潮改二|丹陽|雪風改二|親潮改二|早潮改二|天津風改二|時雨改三,,,,,,,0|0|0|0|0|0|0|0|1|1|1,,,,,,,,0|0|0|0|0|1|1|1|1|1|2,,2026/07/20
12.7cm連装砲C型改三H,529,*,,,夕立改二|時雨改二|五月雨改|春雨|白露改二,,,,,,,1|1|1|1|1|1|1|1|1|1|2,,,1|1|1|1|1|1|1|1|2|2|2,,1,,,1,,2026/07/20
,529,2,,,夕立改二|時雨改二|五月雨改|春雨|白露改二,,,,,,,1,,,,,,,,,,2026/07/20
,529,3,,,夕立改二|時雨改二|五月雨改|春雨|白露改二|春雨改|村雨改二|時雨改三,,,,,,,2,,,,,,,,,,2026/07/20
,529,*,,,春雨改|村雨改二|時雨改三,,,,,,,2|2|2|2|2|2|2|2|2|2|3,,,2|2|2|2|2|2|3|3|3|3|3,,1,,,1|1|1|1|1|1|1|1|2|2|2,,2026/07/20
,529,2,,,春雨改|村雨改二|時雨改三,,,,,,,2,,,,,,,,,,2026/07/20
,529,*,,,春雨改二,,,,,,,3|3|3|3|3|3|4|4|4|4|5,,,3|3|3|3|4|4|4|4|4|4|4,,2,,,2|2|2|2|2|2|2|2|3|3|3,,2026/07/20
,529,2,,,春雨改二,,,,,,,3,,,,,,,,,,2026/07/20
,529,3,,,春雨改二,,,,,,,3,,,,,,,,,,2026/07/20
,529,1,,,*,,,,対空電探,,,,,,2,,2,,,,,2026/07/20
,529,2,,,*,,,,対空電探,,,,,,2,,,,,,,2026/07/20
,529,3,,,*,,,,対空電探,,,,,,2,,,,,,,2026/07/20
Mk.32 対潜魚雷(Mk.2落射機),472,*,,,,Iowa級|Lexington級|Casablanca級|Essex級|John C.Butler級|Fletcher級|Colorado級|Northampton級|Atlanta級|South Dakota級|Yorktown級|St. Louis級|North Carolina級|Brooklyn級|Gato級|Independence級|Ranger級|New Orleans級|Salmon級|Nevada級,,,,,,,,,,2,,,,,,2026/07/20
,472,*,,,Glorious改|Glorious,Queen Elizabeth級|Ark Royal級|J級|Nelson級|Town級|Illustrious級,,,,,,,,,,1,,,,,,2026/07/20
,472,*,,,,,海防艦,,,,,,,,,,1,,,,,2026/07/20
,472,1,,,Samuel B.Roberts Mk.II,,,,,,,,,,,1,1,,,1,,2026/07/20
,472,1,,,吹雪改三護(六式),,,,,,,,,,,3,3,,,1,,2026/07/20
二式爆雷,227,*,,,*,,,,,,,,,,,0|0|0|0|0|0|0|0|1|1|2,,,,,,2026/07/20
零式水中聴音機,132,1,,,*,,,,,,,,,,,0|0|0|0|0|1|1|1|2|2|3,0|0|0|1|1|1|1|2|2|2|2,,,0|0|0|0|0|0|0|0|0|1|1,,2026/07/20
,132,1,,,武蔵改二|大和改二|大和改二重,,,,,,,,,,,,1,,,,,2026/07/20
,132,1,,,大鳳改|翔鶴改二|瑞鶴改二|翔鶴改二甲|瑞鶴改二甲,,,,,,,,,,,,2,,,,,2026/07/20
F4U-2 Night Corsair,473,*,,,,Iowa級|Lexington級|Casablanca級|Essex級|John C.Butler級|Fletcher級|Colorado級|Northampton級|Atlanta級|South Dakota級|Yorktown級|St. Louis級|North Carolina級|Brooklyn級|Gato級|Independence級|Ranger級|New Orleans級|Salmon級|Nevada級,,,,,,1,,,1,,1,,,,,2026/07/20
,473,*,,,Glorious改|Glorious,Queen Elizabeth級|Ark Royal級|J級|Nelson級|Town級|Illustrious級,,,,,,1,,,,,1,,,,,2026/07/20
F4U-4,474,*,,,,Iowa級|Lexington級|Casablanca級|Essex級|John C.Butler級|Fletcher級|Colorado級|Northampton級|Atlanta級|South Dakota級|Yorktown級|St. Louis級|North Carolina級|Brooklyn級|Gato級|Independence級|Ranger級|New Orleans級|Salmon級|Nevada級,,,,,,2,,,1,,1,,,,,2026/07/20
,474,*,,,Glorious改|Glorious,Queen Elizabeth級|Ark Royal級|J級|Nelson級|Town級|Illustrious級,,,,,,1,,,1,,1,,,,,2026/07/20
,474,*,,,,C.Teste級|Richelieu級|La Galissonnière級|Mogador級,,,,,,1,,,1,,0|0|0|0|0|0|0|1|1|1|1,,,,,2026/07/20
,474,*,,,Gambier Bay Mk.II|Langley改|Independence改|Independence Flight II,,,,,,,1,,,,,1,,,,,2026/07/20
,474,*,,,Glorious改|Glorious,Iowa級|Lexington級|Casablanca級|Essex級|John C.Butler級|Fletcher級|Colorado級|Northampton級|Atlanta級|South Dakota級|Yorktown級|St. Louis級|North Carolina級|Brooklyn級|Gato級|Independence級|Ranger級|New Orleans級|Salmon級|Nevada級|Queen Elizabeth級|Ark Royal級|J級|Nelson級|Town級|Illustrious級,,,,,,,,,0|0|0|0|0|0|0|1|1|1|1,,,,,,,2026/07/20
,474,*,,,Glorious改|Glorious,Iowa級|Lexington級|Casablanca級|Essex級|John C.Butler級|Fletcher級|Colorado級|Northampton級|Atlanta級|South Dakota級|Yorktown級|St. Louis級|North Carolina級|Brooklyn級|Gato級|Independence級|Ranger級|New Orleans級|Salmon級|Nevada級|Queen Elizabeth級|Ark Royal級|J級|Nelson級|Town級|Illustrious級|C.Teste級|Richelieu級|La Galissonnière級|Mogador級,,,,,,0|0|0|0|0|0|0|0|0|1|2,,,,,,,,0|0|0|0|0|0|0|0|1|1|1,,2026/07/20
F4U-7,476,*,,,,C.Teste級|Richelieu級|La Galissonnière級|Mogador級,,,,,,1,,,2,,1,,,2,,2026/07/20
熟練甲板要員+航空整備員,478,1,,,*,,,,,,,0|1|1|1|1|1|1|2|2|2|3,0|0|0|0|1|1|1|1|1|1|1,0|0|0|0|0|1|1|1|1|1|1,0|0|0|0|0|0|1|1|1|1|1,,0|0|0|1|1|1|1|1|1|2|2,,,0|0|1|1|1|1|1|1|2|2|2,,2026/07/20
三式弾改二,483,1,,,,金剛型|改金剛型,,,,,,2,,,3,,,,,1|1|1|1|1|1|2|2|2|2|3,,2026/07/20
,483,1,,,,伊勢型|改伊勢型,,,,,,1,,,2,,2|2|2|2|2|3|3|3|3|3|4,,,1|1|1|1|1|1|2|2|2|2|2,,2026/07/20
,483,1,,,,大和型|改大和型,,,,,,,,,,,0|0|0|0|0|0|0|0|0|0|1,,,0|0|0|0|0|0|1|1|1|1|1,,2026/07/20
,483,1,,,金剛改二,,,,,,,2,,,2,,,,,,,2026/07/20
,483,1,,,金剛改二丙,,,,,,,3,,,3,,1,,,,,2026/07/20
,483,1,,,比叡改二,,,,,,,1,,,1,,,,,,,2026/07/20
,483,1,,,比叡改二丙,,,,,,,2,,,2,,2,,,,,2026/07/20
,483,1,,,榛名改二,,,,,,,1,,,2,,2,,,,,2026/07/20
,483,1,,,榛名改二乙,,,,,,,2,,,5,,3,,,,,2026/07/20
,483,1,,,榛名改二丙,,,,,,,2,,,4,,2,,,,,2026/07/20
,483,1,,,霧島改二,,,,,,,2,,,2,,,,,,,2026/07/20
,483,1,,,霧島改二丙,,,,,,,3,,,2,,1,,,,,2026/07/20
,483,1,,,武蔵改二|大和改二|大和改二重,,,,,,,2,,,2,,2,,,0|0|0|0|0|1|1|1|1|1|1,,2026/07/20
,483,1,,,伊勢改二|日向改二,,,,,,,1,,,2,,1,,,0|1|1|2|2|2|2|2|2|2|2,,2026/07/20
,483,1,,,長門改二|扶桑改二|山城改二,,,,,,,1,,,2,,,,,,,2026/07/20
,483,1,,,陸奥改二,,,,,,,2,,,2,,1,,,,,2026/07/20
,483,1,,,,,巡洋戦艦|戦艦|航空戦艦,,,,,0|0|0|0|1|1|1|1|1|2|2,,,0|0|1|1|1|1|1|1|2|2|2,,0|0|0|0|0|0|0|1|1|1|1,,,,,2026/07/20
,483,1,,,,,重巡洋艦|航空巡洋艦,,,,,0|0|0|0|1|1|1|1|1|1|2,,,0|0|1|1|1|1|1|1|1|1|1,,0|0|0|0|0|0|1|1|1|1|1,,,0|0|0|0|0|0|0|0|1|1|1,,2026/07/20
強風改二:485/強風改二(熟練):568,485|568,*,,1,,最上型,,,,,,1,,,3,,2,,,,,2026/07/20
,485|568,*,,1,最上改二|最上改二特,,,,,,,,,,2,,1,,,1,,2026/07/20
,485|568,*,,1,三隈改二|三隈改二特,,,,,,,,,,1,,1,,,1,,2026/07/20
,485|568,*,,1,*,,,,,,,0|0|0|1|1|1|1|1|1|1|1,,,0|0|0|0|0|1|1|1|1|1|1,,0|0|0|0|0|0|0|1|1|1|1,,,0|0|0|0|0|0|0|0|0|0|1,,2026/07/20
強風改二(熟練),568,*,,,,最上型,,,,,,,,,,,,,,1,,2026/07/20
,568,*,,,最上改二|最上改二特,,,,,,,1,,,,,,,,,,2026/07/20
零式艦戦64型(制空戦闘機仕様),486,*,,,鳳翔改二|鳳翔改二戦,,,,,,,4,,,4,,3,,,2,,2026/07/20
,486,*,,,龍鳳改二戊|龍鳳改二,,,,,,,2,,,2,,2,,,1,,2026/07/20
,486,*,,,*,,,,,,,0|0|0|0|0|0|0|0|0|0|1,,,0|0|0|0|0|0|0|0|1|1|1,,0|0|0|0|0|0|1|1|2|2|2,,,0|0|0|0|0|0|1|1|1|1|2,,2026/07/20
零式艦戦64型(熟練爆戦),487,*,,,鳳翔改二|鳳翔改二戦,,,,,,,5,,,3,,2,,,4,,2026/07/20
,487,*,,,龍鳳改二戊|龍鳳改二,,,,,,,3,,,1,,1,,,2,,2026/07/20
,487,*,,,*,,,,,,,0|0|0|0|0|0|1|1|1|1|2,,,0|0|0|0|0|0|0|0|1|1|1,,0|0|0|0|0|0|1|1|1|1|1,,,0|0|0|0|0|0|0|0|1|1|2,,2026/07/20
二式爆雷改二,488,*,,,,綾波型|暁型|初春型|吹雪型|朝潮型|島風型|白露型|改白露型|改装白露型|睦月型|陽炎型|改装陽炎型|改陽炎型|夕雲型|改夕雲型|秋月型|神風型|松型,,,,,,,,,,1,1,,,,,2026/07/20
,488,*,,,,占守型|択捉型|日振型|丁型海防艦|鵜来型|改鵜来型,,,,,,,,,,1,1,,,,,2026/07/20
,488,*,,,時雨改二|時雨改三,,,,,,,,,,,5|5|5|5|5|6|6|6|6|7|8,4|4|4|5|5|5|5|5|6|6|6,,,2|2|2|2|2|2|2|3|3|3|3,,2026/07/20
,488,*,,,雪風改|時雨改|磯風乙改|浜風乙改|丹陽|雪風改二,,,,,,,,,,,2,1,,,1,,2026/07/20
,488,*,,,時雨|響改|潮改二|扶桑改二|山城改二|初霜改二|涼月改|冬月改|矢矧改二|矢矧改二乙|花月改,,,,,,,,,,,1,,,,,,2026/07/20
,488,*,,,雪風改|時雨改|磯風乙改|浜風乙改|丹陽|雪風改二|時雨|響改|潮改二|扶桑改二|山城改二|初霜改二|涼月改|冬月改|矢矧改二|矢矧改二乙|花月改,,,,,,,,,,,0|0|0|0|0|1|1|1|1|1|2,0|0|0|0|0|0|0|1|1|1|1,,,0|0|0|0|0|0|0|0|0|1|1,,2026/07/20
一式戦 隼II型改(20戦隊):489/一式戦 隼III型改(熟練/20戦隊):491,489|491,*,,1,あきつ丸|あきつ丸改|山汐丸|山汐丸改|熊野丸|熊野丸改,,,,,,,1,,,2,1,1,,,1,,2026/07/20
,489|491,*,,1,山汐丸改|熊野丸改,,,,,,,2,,,2,1,2,,,1,,2026/07/20
,489|491,*,,1,*,,,,,,,0|0|0|0|0|0|0|0|0|0|1,,,,0|0|0|0|0|0|1|1|1|1|1,0|0|0|1|1|1|1|1|1|1|1,,,0|0|0|0|0|0|0|0|1|1|1,,2026/07/20
発煙装置(煙幕):500/発煙装置改(煙幕):501,500|501,*,,1,深雪改二,,,,,,,,,,,,4,,,,,2026/07/20
,500|501,*,,1,敷波|敷波改|敷波改二|川内|川内改|川内改二|青葉|青葉改|神風|神風改|春風|春風改|浦波|浦波改|浦波改二|Samuel B.Roberts|Samuel B.Roberts改|Samuel B.Roberts Mk.II|Johnston|Johnston改,,,,,,,,,,,,3,,,,,2026/07/20
,500|501,*,,1,吹雪|吹雪改|吹雪改二|吹雪改三|吹雪改三護(六式)|電|電改|初霜|初霜改|初霜改二|霞|霞改|霞改二|霞改二乙|羽黒|羽黒改|羽黒改二|愛宕|愛宕改|天霧|天霧改|天霧改二|天霧改二丁|浜波|浜波改|浜波改二,,,,,,,,,,,,2,,,,,2026/07/20
14inch／45 連装砲:507/14inch／45 三連装砲:508,507|508,*,,1,,Nevada級,,,,,,1,,,,,1,,,1,,2026/07/20
,507|508,*,,1,,Iowa級|Colorado級|South Dakota級|North Carolina級|Nevada級,,,,,,2,,,,,1,,,1,,2026/07/20
,507|508,1,,1,,Iowa級|Colorado級|South Dakota級|North Carolina級|Nevada級,,279|307|315|456,,,,1,,,,,1,,,2,,2026/07/20
,507|508,1,,1,,伊勢型|改伊勢型|金剛型|改金剛型|扶桑型,,,,,,,,,,,1,,,1,,2026/07/20
,507|508,1,,1,Glorious改|Glorious,Queen Elizabeth級|Ark Royal級|J級|Nelson級|Town級|Illustrious級,,,,,,,,,,,1,,,1,,2026/07/20
,507|508,*,,1,*,,,,,,,0|0|0|1|1|1|1|1|1|1|1,,,,,,,0|0|0|0|0|0|1|1|1|1|1,0|0|0|0|0|0|0|0|0|1|1,,2026/07/20
14inch／45 三連装砲,508,1,,,,Nevada級,,507,,,,1,,,,,,,,1,,2026/07/20
,508,1,,,,Iowa級|Colorado級|South Dakota級|North Carolina級|Nevada級,,507,,,,1,,,,,2,,,1,,2026/07/20
,508,1,,,,伊勢型|改伊勢型|金剛型|改金剛型|扶桑型,,507,,,,1,,,,,1,,,1,,2026/07/20
,508,1,,,Glorious改|Glorious,Queen Elizabeth級|Ark Royal級|J級|Nelson級|Town級|Illustrious級,,507,,,,1,,,,,1,,,1,,2026/07/20
Walrus,510,*,,,Glorious改|Glorious,Queen Elizabeth級|Ark Royal級|J級|Nelson級|Town級|Illustrious級,,,,,,2,,,,3,2,2,,,,2026/07/20
,510,*,,,,Nelson級,,,,,,,,,,,,3,,2,,2026/07/20
,510,1,,,,Nelson級,,,,,,4,,,,,2,,,,,2026/07/20
21inch艦首魚雷発射管4門(初期型):511/21inch艦首魚雷発射管4門(後期型):512,511|512,1,,1,,Salmon級,,,,,,,,3,,,4,,,,,2026/07/20
,511|512,1,,1,,Gato級,,,,,,,,1,,,2,,,,,2026/07/20
3.7cm FlaK M42,85,*,,,*,,,,,,,0|0|0|0|0|0|0|0|1|1|1,,,0|0|0|0|0|0|1|1|1|1|1,,0|0|0|0|0|0|1|1|1|1|2,,,0|0|0|0|0|0|0|0|0|0|1,,2026/07/20
,85,1,,,*,,,,対空電探,,,,,,0|0|0|0|0|0|2|2|2|2|2,,,,,,,2026/07/20
,85,*,,,,Bismarck級|Z1型|Admiral Hipper級|UボートIXC型|Graf Zeppelin級|V.Veneto級|Maestrale級|Zara級|Aquila級|Guglielmo Marconi級|L.d.S.D.d.Abruzzi級|Conte di Cavour級|Marcello級,,,,,,,,,0|0|0|0|0|0|0|0|1|1|1,,0|0|0|0|0|0|0|0|1|1|1,,,,,2026/07/20
,85,1,,,,Bismarck級|Z1型|Admiral Hipper級|UボートIXC型|Graf Zeppelin級|V.Veneto級|Maestrale級|Zara級|Aquila級|Guglielmo Marconi級|L.d.S.D.d.Abruzzi級|Conte di Cavour級|Marcello級,,,,,,0|0|0|0|0|0|0|0|0|0|1,,,,,,,,,,2026/07/20
SJレーダー＋潜水艦司令塔装備,519,1,,,,Salmon級,,,,,,,,,,,2,,,2,,2026/07/20
,519,1,,,,Gato級,,,,,,,,1,,,2,,,2,,2026/07/20
試製20.3cm(4号)連装砲,520,*,,,,古鷹型|青葉型,,,,,,1,,,,,,,,,,2026/07/20
,520,*,,,,高雄型|妙高型,,,,,,2,,,,,1,,,,,2026/07/20
,520,*,,,,最上型|利根型,,,,,,3,,,,,1,,,1,,2026/07/20
,520,2,,,,最上型|利根型,,,,,,2,,,,,,,,,,2026/07/20
,520,3,,,,最上型|利根型,,,,,,2,,,,,,,,,,2026/07/20
,520,1,,,,古鷹型|青葉型,,,水上電探,,,2,,2,,,1,,,1,,2026/07/20
,520,1,,,,高雄型|最上型|妙高型|利根型,,,水上電探,,,3,,2,,,2,,,1,,2026/07/20
,520,1,,,,古鷹型|高雄型|最上型|青葉型|妙高型|利根型,,10|66|71|130|220|275|464,,,,1,,,4,,4,,,1,,2026/07/20
,520,2,,,妙高改|高雄改|妙高改二,,,,,,,2,,,,,,,,,,2026/07/20
,520,3,,,妙高改|高雄改|妙高改二,,,,,,,2,,,,,,,,,,2026/07/20
,520,*,,,最上改二|三隈改二|鈴谷改二|熊野改二|最上改二特|三隈改二特,,,,,,,1|1|1|1|1|1|1|2|2|2|2,,,,,,,,0|0|0|0|0|0|0|0|0|0|1,,2026/07/20
,520,1,,,最上改二|三隈改二|鈴谷改二|熊野改二|最上改二特|三隈改二特,,,,水上電探,,,1,,,,,1,,,2,,2026/07/20
,520,1,,,最上改二|三隈改二|鈴谷改二|熊野改二|最上改二特|三隈改二特,,,30|410,,,,1,,,3,,2,,,1,,2026/07/20
,520,1,,,最上改二|三隈改二|鈴谷改二|熊野改二|最上改二特|三隈改二特,,,410,,,,2,,,3,,2,,,1,,2026/07/20
,520,*,,,妙高改|高雄改|妙高改二|三隈改二,,,,,,,1,,,,,,,,1,,2026/07/20
,520,*,,,三隈改二特,,,,,,,1,,,1,,,,,2,,2026/07/20
12cm単装高角砲＋25mm機銃増備,524,*,,,,,揚陸艦|工作艦|潜水母艦|練習巡洋艦|補給艦,,,,,1|1|1|1|1|1|1|1|1|1|2,,,2|2|2|2|3|3|3|3|4|4|4,,2|3|4|4|4|4|5|5|5|6|6,,,1|1|1|1|1|1|1|2|2|2|2,,2026/07/20
,524,1,,,,,揚陸艦|工作艦|潜水母艦|練習巡洋艦|補給艦,,対空電探,,,,,,2,,2,,,,,2026/07/20
特四式内火艇:525/特四式内火艇改:526,525|526,*,,1,,,潜水艦|潜水空母,,,,,1,,2|3|3|3|3|3|3|3|3|3|4,,,-1,,,0|0|0|1|1|1|2|2|2|2|2,,2026/07/20
,525|526,1,,1,伊36|伊36改|伊41|伊41改,,,,,,,2,,1,,,,,,2,,2026/07/20
特四式内火艇改,526,*,,,,,潜水艦|潜水空母,,,,,1|1|2|2|2|2|2|2|3|3|3,,1|1|1|1|2|2|2|2|2|2|2,,,,,,1,,2026/07/20
Type281 レーダー,527,1,,,Glorious改|Glorious,Queen Elizabeth級|Ark Royal級|J級|Nelson級|Town級|Illustrious級,,,,,,,,,2|2|3|3|3|3|3|4|4|4|4,,1|1|1|1|2|2|2|2|2|2|2,2,,1|1|1|1|1|1|1|1|1|1|2,,2026/07/20
,527,1,,,,Nelson級,,,,,,2,,,,,,,,,,2026/07/20
